,target
482,0.2537313432835821
483,1.0
484,0.5
485,0.10897435897435898
486,0.4
487,0.2
488,0.09090909090909091
489,0.47058823529411764
490,0.23076923076923078
491,0.12
492,0.6
493,0.2608695652173913
494,0.13220338983050847
495,0.08287292817679558
496,0.5862068965517241
497,0.3787878787878788
498,0.29069767441860467
499,0.35714285714285715
500,0.26
501,0.17543859649122806
502,0.2545454545454545
503,0.3333333333333333
504,0.23902439024390243
505,0.41379310344827586
506,0.13970588235294118
507,0.2
508,0.26011560693641617
509,0.015748031496062992
510,0.19047619047619047
511,0.4
512,0.5
513,0.049019607843137254
514,0.19298245614035087
515,0.2
516,0.4127906976744186
517,0.2
518,0.3333333333333333
519,0.3333333333333333
520,0.26582278481012656
521,0.28
522,0.32558139534883723
523,0.05128205128205128
524,0.2608695652173913
525,0.3333333333333333
526,0.058823529411764705
527,0.14814814814814814
528,0.1724137931034483
529,0.3333333333333333
530,0.24
531,0.0547945205479452
532,0.11764705882352941
533,0.14285714285714285
534,0.3333333333333333
535,0.75
536,0.2711864406779661
537,0.6470588235294118
538,0.4
539,0.16176470588235295
540,0.4444444444444444
541,0.23809523809523808
542,0.3448275862068966
543,0.25
544,0.08196721311475409
545,0.5
546,1.0
547,0.4
548,0.11538461538461539
549,0.2222222222222222
550,0.2
551,0.3333333333333333
552,0.25
553,0.19811320754716982
554,0.024390243902439025
555,0.55
556,0.35
557,0.38095238095238093
558,0.4716981132075472
559,0.7380952380952381
560,0.3968253968253968
561,0.4375
562,0.3333333333333333
563,0.25
564,0.3269230769230769
565,0.1875
566,0.20408163265306123
567,0.4222222222222222
568,0.25
569,0.32653061224489793
570,0.23529411764705882
571,0.4
572,0.4555984555984556
573,0.42857142857142855
574,0.2549019607843137
575,0.4117647058823529
576,0.05263157894736842
577,0.25
578,0.6666666666666666
579,0.5777777777777777
580,0.9523809523809523
581,0.2
582,0.4
583,0.02197802197802198
584,0.1875
585,0.46153846153846156
586,0.4444444444444444
587,0.21052631578947367
588,0.22988505747126436
589,0.3170731707317073
590,0.75
591,0.5769230769230769
592,0.08163265306122448
593,0.2857142857142857
594,0.22784810126582278
595,0.37254901960784315
596,0.06818181818181818
597,0.25
598,0.11538461538461539
599,0.22580645161290322
600,0.28888888888888886
601,0.3888888888888889
602,0.48
603,0.3076923076923077
604,0.2857142857142857
605,0.3333333333333333
606,0.05555555555555555
607,0.37254901960784315
608,0.2361111111111111
609,0.1111111111111111
610,0.36507936507936506
611,0.8028169014084507
612,0.125
613,0.4426229508196721
614,0.41621621621621624
615,0.21052631578947367
616,0.1111111111111111
617,0.48214285714285715
618,0.375
619,0.08823529411764706
620,0.696969696969697
621,0.21428571428571427
622,0.19402985074626866
623,0.03333333333333333
624,0.36363636363636365
625,0.3125
626,0.03816793893129771
627,0.6153846153846154
628,0.09615384615384616
629,0.55
630,0.08823529411764706
631,0.5
632,0.4583333333333333
633,0.4166666666666667
634,0.3333333333333333
635,0.0196078431372549
636,0.22916666666666666
637,0.05204460966542751
638,0.6363636363636364
639,0.6752136752136753
640,0.29411764705882354
641,0.6756756756756757
642,0.625
643,0.2857142857142857
644,0.2608695652173913
645,0.45454545454545453
646,0.125
647,0.21739130434782608
648,0.18032786885245902
649,0.453125
650,0.32075471698113206
651,0.4375
652,0.3684210526315789
653,0.5454545454545454
654,0.2727272727272727
655,0.08333333333333333
656,0.7272727272727273
657,0.3389830508474576
658,0.05
659,0.4074074074074074
660,0.2
661,0.2375
662,0.296875
663,0.6666666666666666
664,0.8
665,0.14285714285714285
666,0.48484848484848486
667,0.2631578947368421
668,0.3191489361702128
669,0.5
670,0.5714285714285714
671,0.011695906432748537
672,0.2692307692307692
673,0.28
674,0.4307692307692308
675,0.6666666666666666
676,0.15151515151515152
677,0.6590909090909091
678,0.2727272727272727
679,1.0
680,0.23333333333333334
681,0.4444444444444444
682,0.13559322033898305
683,0.06521739130434782
684,0.42857142857142855
685,0.24242424242424243
686,0.4111111111111111
687,0.20454545454545456
688,0.36764705882352944
689,0.271523178807947
690,0.5
691,0.5943396226415094
692,0.15384615384615385
693,0.463768115942029
694,0.4594594594594595
695,0.5666666666666667
696,0.36363636363636365
697,0.4772727272727273
698,0.1111111111111111
699,0.26666666666666666
700,0.3695652173913043
701,0.23333333333333334
702,0.3048780487804878
703,0.5555555555555556
704,0.05555555555555555
705,0.13636363636363635
706,0.2777777777777778
707,0.21428571428571427
708,0.6666666666666666
709,0.2
710,0.1891891891891892
711,0.5918367346938775
712,0.15384615384615385
713,0.28125
714,0.5135135135135135
715,0.03773584905660377
716,0.2857142857142857
717,0.2582781456953642
718,0.18032786885245902
719,0.25
720,0.08391608391608392
721,0.2
722,0.625
723,0.358974358974359
724,0.3333333333333333
725,0.5333333333333333
726,0.35714285714285715
727,0.234375
728,0.625
729,0.3333333333333333
730,0.18446601941747573
731,0.0625
732,0.2184873949579832
733,0.5217391304347826
734,0.08163265306122448
735,0.2
736,0.64
737,0.4878048780487805
738,0.3333333333333333
739,0.1111111111111111
740,0.42857142857142855
741,0.4375
742,0.5
743,0.2682926829268293
744,0.09142857142857143
745,0.32142857142857145
746,0.5333333333333333
747,0.07339449541284404
748,0.40425531914893614
749,0.13725490196078433
750,0.4
751,0.46153846153846156
752,0.75
753,0.3103448275862069
754,0.09433962264150944
755,0.36363636363636365
756,0.4090909090909091
757,0.3333333333333333
758,0.6470588235294118
759,0.21739130434782608
760,0.4166666666666667
761,0.2916666666666667
762,0.25
763,0.390625
764,0.27586206896551724
765,0.2
766,0.47619047619047616
767,0.33962264150943394
768,0.4
769,0.23214285714285715
770,0.45
771,0.2631578947368421
772,0.41304347826086957
773,0.5161290322580645
774,0.07407407407407407
775,0.6521739130434783
776,0.29411764705882354
777,0.5405405405405406
778,0.775
779,0.2708333333333333
780,0.22727272727272727
781,0.06666666666666667
782,0.21428571428571427
783,0.6226415094339622
784,0.3
785,0.47058823529411764
786,0.2
787,0.47368421052631576
788,0.4142857142857143
789,0.18085106382978725
790,0.15384615384615385
791,0.3333333333333333
792,0.35714285714285715
793,0.34782608695652173
794,0.2653061224489796
795,0.21428571428571427
796,0.23809523809523808
797,0.15384615384615385
798,0.4838709677419355
799,0.41379310344827586
800,0.42857142857142855
801,0.3770491803278688
802,0.7
803,0.7307692307692307
804,0.3125
805,0.6
806,0.058823529411764705
807,0.275
808,0.6923076923076923
809,0.12280701754385964
810,0.18181818181818182
811,0.5172413793103449
812,0.6219512195121951
813,0.42857142857142855
814,0.4482758620689655
815,0.5217391304347826
816,0.12
817,0.08333333333333333
818,0.28125
819,0.21621621621621623
820,0.5
821,0.14285714285714285
822,0.2
823,0.5
824,0.20930232558139536
825,0.7450980392156863
826,0.5084745762711864
827,0.4117647058823529
828,0.39285714285714285
829,0.056338028169014086
830,0.2571428571428571
831,0.3728813559322034
832,0.4444444444444444
833,0.1111111111111111
834,0.17391304347826086
835,0.10810810810810811
836,0.23684210526315788
837,0.4090909090909091
838,0.16666666666666666
839,0.3
840,0.19047619047619047
841,0.19540229885057472
842,0.171875
843,0.16666666666666666
844,0.4444444444444444
845,0.05714285714285714
846,0.23809523809523808
847,0.38666666666666666
848,0.1111111111111111
849,0.034482758620689655
850,0.38461538461538464
851,0.29545454545454547
852,0.21212121212121213
853,0.19444444444444445
854,0.5
855,0.25
856,0.2631578947368421
857,0.5714285714285714
858,0.25
859,0.3448275862068966
860,0.21428571428571427
861,0.5428571428571428
862,0.2916666666666667
863,0.19298245614035087
864,0.25
865,0.5555555555555556
866,0.3695652173913043
867,0.19
868,0.7
869,0.14285714285714285
870,0.07142857142857142
871,0.10714285714285714
872,0.33884297520661155
873,0.42857142857142855
874,0.7368421052631579
875,0.37209302325581395
876,0.2857142857142857
877,0.25
878,0.14893617021276595
879,0.0379746835443038
880,0.5217391304347826
881,0.14285714285714285
882,0.02127659574468085
883,0.14583333333333334
884,0.39285714285714285
885,0.14864864864864866
886,0.3728813559322034
887,0.2903225806451613
888,0.42857142857142855
889,0.10344827586206896
890,0.2727272727272727
891,0.17647058823529413
892,0.42857142857142855
893,0.3333333333333333
894,0.2608695652173913
895,0.625
896,0.35714285714285715
897,0.09090909090909091
898,0.14893617021276595
899,0.4838709677419355
900,0.2
901,0.16363636363636364
902,0.22857142857142856
903,0.5
904,0.3076923076923077
905,0.46875
906,0.7368421052631579
907,0.10714285714285714
908,0.24
909,0.15384615384615385
910,0.13043478260869565
911,0.25
912,0.15789473684210525
913,0.6481481481481481
914,0.26666666666666666
915,0.47619047619047616
916,0.0625
917,0.3333333333333333
918,0.05263157894736842
919,0.35714285714285715
920,0.3111111111111111
921,0.3235294117647059
922,0.6333333333333333
923,0.14814814814814814
924,0.75
925,0.6363636363636364
926,0.5
927,0.02127659574468085
928,0.3
929,0.18181818181818182
930,0.2
931,0.48717948717948717
932,0.13333333333333333
933,0.4074074074074074
934,0.25
935,0.5
936,0.09090909090909091
937,0.41935483870967744
938,0.8181818181818182
939,0.75
940,0.5384615384615384
941,0.23214285714285715
942,0.3235294117647059
943,0.3333333333333333
944,0.1590909090909091
945,0.18309859154929578
946,0.21739130434782608
947,0.15384615384615385
948,0.3333333333333333
949,0.2608695652173913
950,0.44285714285714284
951,0.1724137931034483
952,0.25806451612903225
953,0.6470588235294118
954,0.03225806451612903
955,0.3333333333333333
956,0.4
957,0.47368421052631576
958,0.5
959,0.140625
960,0.5869565217391305
961,0.5
962,0.2826086956521739
963,0.37142857142857144
964,0.2542372881355932
965,0.375
966,0.275
967,0.3888888888888889
968,0.2625
969,0.10810810810810811
970,0.23076923076923078
971,0.6170212765957447
972,0.4838709677419355
973,0.128
974,0.3783783783783784
975,0.14705882352941177
976,0.4098360655737705
977,0.29411764705882354
978,0.2857142857142857
979,0.3333333333333333
980,0.6229508196721312
981,0.24050632911392406
982,0.6521739130434783
983,0.6388888888888888
984,0.17391304347826086
985,0.32142857142857145
986,0.32
987,0.23076923076923078
988,0.08139534883720931
989,0.2857142857142857
990,0.16666666666666666
991,0.36585365853658536
992,0.6511627906976745
993,0.2
994,0.21052631578947367
995,0.5
996,0.6
997,0.47619047619047616
998,0.4835164835164835
999,0.11428571428571428
1000,0.5833333333333334
1001,0.3333333333333333
1002,0.11764705882352941
1003,0.012048192771084338
1004,0.6
1005,0.375
1006,0.5333333333333333
1007,0.35714285714285715
1008,0.6111111111111112
1009,0.3424657534246575
1010,0.23076923076923078
1011,0.2222222222222222
1012,0.5
1013,0.11627906976744186
1014,0.4117647058823529
1015,0.46153846153846156
1016,0.4186046511627907
1017,0.3076923076923077
1018,0.5
1019,0.08695652173913043
1020,0.4666666666666667
1021,0.3181818181818182
1022,0.04938271604938271
1023,0.2857142857142857
1024,0.2159090909090909
1025,0.09523809523809523
1026,0.3
1027,0.5454545454545454
1028,0.3404255319148936
1029,0.45161290322580644
1030,0.25
1031,0.025423728813559324
1032,0.2727272727272727
1033,0.5
1034,0.34375
1035,0.5
1036,1.0
1037,0.46153846153846156
1038,0.12903225806451613
1039,0.5454545454545454
1040,0.02127659574468085
1041,0.375
1042,0.22857142857142856
1043,0.5
1044,0.0967741935483871
1045,0.15517241379310345
1046,0.4235294117647059
1047,0.06779661016949153
1048,0.3333333333333333
1049,0.17142857142857143
1050,0.42105263157894735
1051,0.14285714285714285
1052,0.475
1053,0.5223880597014925
1054,0.2727272727272727
1055,0.5454545454545454
1056,0.25
1057,0.2727272727272727
1058,0.6875
1059,0.6363636363636364
1060,0.4
1061,0.4482758620689655
1062,0.05263157894736842
1063,0.4473684210526316
1064,1.0
1065,0.09523809523809523
1066,0.2727272727272727
1067,0.20833333333333334
1068,0.3191489361702128
1069,0.6727272727272727
1070,0.11538461538461539
1071,0.3584905660377358
1072,0.6428571428571429
1073,0.038461538461538464
1074,0.42857142857142855
1075,0.2857142857142857
1076,0.12087912087912088
1077,0.6756756756756757
1078,0.06666666666666667
1079,0.16666666666666666
1080,0.5384615384615384
1081,0.5102040816326531
1082,0.12903225806451613
1083,0.3181818181818182
1084,0.5769230769230769
1085,0.4583333333333333
1086,0.3333333333333333
1087,0.3958333333333333
1088,0.4
1089,0.3888888888888889
1090,0.39285714285714285
1091,0.12371134020618557
1092,0.7083333333333334
1093,0.2857142857142857
1094,0.22
1095,0.125
1096,0.4117647058823529
1097,0.47058823529411764
1098,0.6956521739130435
1099,0.25
1100,0.4810126582278481
1101,0.20833333333333334
1102,0.30120481927710846
1103,0.2777777777777778
1104,0.40476190476190477
1105,0.4696969696969697
1106,0.44
1107,0.07692307692307693
1108,0.6440677966101694
1109,0.2857142857142857
1110,0.2727272727272727
1111,0.16
1112,0.3870967741935484
1113,0.2727272727272727
1114,0.4186046511627907
1115,0.24390243902439024
1116,0.4117647058823529
1117,0.17647058823529413
1118,0.3
1119,0.30303030303030304
1120,0.4418604651162791
1121,1.0
1122,0.0851063829787234
1123,0.48
1124,0.5272727272727272
1125,0.3157894736842105
1126,0.5365853658536586
1127,0.5357142857142857
1128,0.25
1129,0.2903225806451613
1130,0.625
1131,0.3076923076923077
1132,0.10714285714285714
1133,0.34782608695652173
1134,0.45161290322580644
1135,1.0
1136,0.26666666666666666
1137,0.10526315789473684
1138,0.26666666666666666
1139,0.3157894736842105
1140,0.1
1141,0.10465116279069768
1142,0.2564102564102564
1143,0.3
1144,0.5
1145,0.3333333333333333
1146,0.32
1147,0.023255813953488372
1148,0.09090909090909091
1149,0.23529411764705882
1150,0.6410256410256411
1151,0.21212121212121213
1152,0.043478260869565216
1153,0.4339622641509434
1154,0.4444444444444444
1155,0.27972027972027974
1156,0.1590909090909091
1157,0.4
1158,0.3125
1159,0.375
1160,0.75
1161,0.358974358974359
1162,0.2777777777777778
1163,0.23076923076923078
1164,0.15384615384615385
1165,0.16129032258064516
1166,0.2
1167,0.10679611650485436
1168,0.4
1169,0.2619047619047619
1170,0.5227272727272727
1171,0.375
1172,0.5476190476190477
1173,0.5
1174,0.07692307692307693
1175,0.45454545454545453
1176,0.5
1177,0.26666666666666666
1178,0.28125
1179,0.14705882352941177
1180,0.3333333333333333
1181,0.625
1182,0.2222222222222222
1183,0.34
1184,0.2537313432835821
1185,0.4583333333333333
1186,0.3469387755102041
1187,0.1282051282051282
1188,1.0
1189,0.4444444444444444
1190,0.8
1191,0.1111111111111111
1192,0.6666666666666666
1193,0.9090909090909091
1194,0.45454545454545453
1195,0.5714285714285714
1196,0.10810810810810811
1197,0.45714285714285713
1198,0.05660377358490566
1199,0.8035714285714286
1200,0.12195121951219512
1201,0.11538461538461539
1202,0.060240963855421686
1203,0.25
1204,0.06779661016949153
1205,0.25
1206,0.36363636363636365
1207,0.3076923076923077
1208,0.25
1209,0.3137254901960784
1210,0.2727272727272727
1211,0.375
1212,0.23809523809523808
1213,0.25
1214,0.22641509433962265
1215,0.625
1216,0.6875
1217,0.5333333333333333
1218,0.4
1219,0.7272727272727273
1220,0.15
1221,0.6
1222,0.5454545454545454
1223,0.23595505617977527
1224,0.7083333333333334
1225,0.22058823529411764
1226,0.4722222222222222
1227,0.8333333333333334
1228,0.5
1229,0.0625
1230,0.38461538461538464
1231,0.07236842105263158
1232,0.21739130434782608
1233,0.16666666666666666
1234,0.09523809523809523
1235,0.1875
1236,0.2796610169491525
1237,0.25862068965517243
1238,0.4583333333333333
1239,0.13953488372093023
1240,0.5517241379310345
1241,0.2962962962962963
1242,0.625
1243,0.35294117647058826
1244,0.1875
1245,0.15384615384615385
1246,0.18181818181818182
1247,0.3333333333333333
1248,0.2727272727272727
1249,0.2702702702702703
1250,0.1111111111111111
1251,0.20689655172413793
1252,0.42857142857142855
1253,0.25
1254,0.1724137931034483
1255,0.2
1256,0.42857142857142855
1257,0.09090909090909091
1258,0.15625
1259,0.2808988764044944
1260,0.2159090909090909
1261,0.14285714285714285
1262,0.375
1263,0.6666666666666666
1264,0.3333333333333333
1265,0.6483516483516484
1266,0.1
1267,0.36363636363636365
1268,0.15384615384615385
1269,0.2222222222222222
1270,0.36764705882352944
1271,0.14285714285714285
1272,0.4090909090909091
1273,0.42857142857142855
1274,0.4
1275,0.09375
1276,0.12903225806451613
1277,0.22727272727272727
1278,0.5
1279,0.3793103448275862
1280,0.7
1281,0.23809523809523808
1282,0.14285714285714285
1283,0.631578947368421
1284,0.4375
1285,0.25
1286,0.375
1287,0.2871287128712871
1288,0.2916666666666667
1289,0.3333333333333333
1290,0.16666666666666666
1291,0.2727272727272727
1292,0.3888888888888889
1293,0.06666666666666667
1294,0.6666666666666666
1295,0.08333333333333333
1296,0.4222222222222222
1297,0.3333333333333333
1298,0.6842105263157895
1299,0.5161290322580645
